target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	150	171.706
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.446311
NM_001305293.1	2561	2462	432	173.541
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	232	64.7809
NM_001305296.1	1113	1014	513	500.365
NM_001305297.1	2361	2262	5	2.18617
NM_001305298.1	681	582	13.1493	22.3453
NM_001305299.1	1313	1214	5.446	4.43676
NM_001305300.1	2361	2262	14	6.12129
NM_001305301.1	5652	5553	190.752	33.9742
NM_001305302.1	1626	1527	3	1.94308
NM_001305303.1	1254	1155	12	10.2756
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	21.5029	6.37305
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.59544
NM_001305309.1	1685	1586	3	1.87079
NM_001305310.1	833	734	135	181.905
NM_001305311.1	1912	1813	2	1.09104
NM_001305312.1	3517	3418	58	16.7828
NM_001305313.2	1779	1680	743.813	437.887
NM_001305314.1	524	425	1102	2564.48
NM_001305315.1	1100	1001	8	7.9043
NM_001305316.1	3845	3746	2	0.528043
NM_001305317.1	1655	1556	35	22.2467
NM_001305318.1	772	673	2014	2959.73
NM_001305319.1	2422	2323	15	6.3863
NM_001305320.1	1257	1158	4	3.41632
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	43.5597	23.2121
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	632.923	539.171
NM_001305326.1	2144	2045	3	1.45089
NM_001305327.1	1474	1375	1	0.719291
NM_001305328.1	1420	1321	116	86.8486
NM_001305329.1	3088	2989	1.17532	0.3889
NM_001305330.1	1983	1884	18	9.44929
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	253	98.2039
NM_001305333.1	1727	1628	261	158.56
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	314	235.09
NM_001305336.1	1301	1202	16	13.1651
NM_001305337.1	3182	3083	200	64.1599
NM_001305338.1	561	462	371	794.217
NM_001305339.1	1063	964	44	45.1422
NM_001305340.1	1914	1815	119	64.8452
NM_001305341.1	3018	2919	17.3744	5.88684
NM_001305342.1	1568	1469	21	14.1386
NM_001305343.1	381	282	1197	4198.1
NM_001305344.1	1713	1614	5	3.0639
NM_001305345.1	478	379	4.88535	12.7487
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	0.198799
NM_001305349.1	2016	1917	12.6821	6.54299
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	3	2.29472
NM_001305352.1	874	775	2186	2789.69
NM_001305353.1	1804	1705	5	2.90037
NM_001305354.1	2065	1966	39.3583	19.7998
NM_001305355.1	2154	2055	673.233	324.012
NM_001305356.1	5728	5629	130.936	23.0057
NM_001305358.1	1594	1495	33	21.8313
NM_001305359.1	1918	1819	4.44081	2.41455
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	4	4.45507
NM_001305362.1	2744	2645	296	110.681
NM_001305363.1	1608	1509	1663	1089.96
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	27	18.4545
NM_001305367.1	523	424	569.325	1328.01
NM_001305368.2	1716	1617	9.10287	5.5677
NM_001305369.2	583	484	1917	3917.28
NM_001305370.1	1788	1689	31.4463	18.414
NM_001305371.1	1531	1432	9.62464	6.64736
NM_001305372.1	792	693	323	460.974
NM_001305373.1	1593	1494	179	118.498
NM_001305375.1	527	428	33	76.2566
NM_001305376.1	674	575	220.707	379.625
NM_001305377.1	3063	2964	77.4314	25.8372
NM_001305378.1	3255	3156	3.91668	1.22741
NM_001305379.1	5926	5827	19.4819	3.30669
NM_001305380.1	2571	2472	8.70906	3.48442
NM_001305381.2	1961	1862	89.8488	47.7244
NM_001308835.1	2208	2109	8.40382	3.94101
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	72	53.9468
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	1.33862	0.564333
NM_001308855.1	1515	1416	2.04286	1.42686
NM_001308857.1	1022	923	34	36.4321
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	28	44.522
NM_001308865.1	1958	1859	1	0.53202
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	65	29.6799
NM_001308876.1	1452	1353	197	144.004
NM_001308878.1	2290	2191	20.5446	9.2739
NM_001308879.1	2688	2589	145	55.3915
NM_001308882.2	1264	1165	158	134.134
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	272	85.8102
NM_001308888.2	637	538	169.297	311.225
NM_001308889.1	1663	1564	468	295.949
NM_001308892.1	549	450	2	4.39567
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	33	22.7283
NM_001308906.2	2136	2037	3.5922e-08	1.74412e-08
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	34	19.3592
NM_001308913.1	2259	2160	27.1027	12.4098
NM_001308915.1	1541	1442	8	5.48697
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	3	0.995663
NM_001319969.1	1722	1623	19	11.5782
NM_001319970.1	1068	969	90	91.86
NM_001367274.1	1042	943	0.000351753	0.000368921
NM_001367275.1	1033	934	7.19155	7.61523
NM_001367293.1	2261	2162	66.325	30.341
NM_001367294.1	2136	2037	410.202	199.165
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	31.4086	15.4855
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.131379	0.0245488
XM_011413590.3	5222	5123	36.3437	7.01637
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	11	3.73345
XM_011413623.3	1877	1778	38	21.1378
XM_011413624.3	2409	2310	6	2.5689
XM_011413626.3	5017	4918	4	0.804413
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	26	26.027
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1050	1468.85
XM_011413651.3	3224	3125	12	3.79786
XM_011413652.3	3776	3677	154.979	41.6857
XM_011413653.3	3811	3712	0.00854937	0.00227789
XM_011413654.3	3795	3696	0.74748	0.200021
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	6.44433	1.30313
XM_011413660.3	4856	4757	17.1866	3.57327
XM_011413662.3	1889	1790	5	2.76264
XM_011413664.3	2379	2280	4.83912	2.09913
XM_011413665.3	2523	2424	47	19.1766
XM_011413666.3	2845	2746	21.716	7.82144
XM_011413667.3	2122	2023	6.47147e-08	3.16384e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	1.59885	0.794624
XM_011413672.3	2083	1984	36.4012	18.146
