target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.49837	0.870345
NM_001305290.1	963	864	120	167.723
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	4	2.1798
NM_001305293.1	2561	2462	209	102.514
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	94	32.0483
NM_001305296.1	1113	1014	202	240.569
NM_001305297.1	2361	2262	86	45.9126
NM_001305298.1	681	582	8	16.5994
NM_001305299.1	1313	1214	2	1.98947
NM_001305300.1	2361	2262	1	0.533867
NM_001305301.1	5652	5553	32.3209	7.02881
NM_001305302.1	1626	1527	1	0.790837
NM_001305303.1	1254	1155	8	8.36438
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	14.3519	5.19371
NM_001305306.1	1631	1532	2	1.57651
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	11	18.0977
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	57.3872	20.2754
NM_001305313.2	1779	1680	464.224	333.69
NM_001305314.1	524	425	803	2281.67
NM_001305315.1	1100	1001	97	117.021
NM_001305316.1	3845	3746	1	0.322373
NM_001305317.1	1655	1556	14	10.8654
NM_001305318.1	772	673	1364	2447.51
NM_001305319.1	2422	2323	20	10.397
NM_001305320.1	1257	1158	4	4.17136
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	6.9339	4.51155
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	77.8291	80.9535
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	1	0.87826
NM_001305328.1	1420	1321	200	182.832
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	13	8.33275
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	57	27.0148
NM_001305333.1	1727	1628	459	340.474
NM_001305334.1	1170	1071	1	1.12755
NM_001305335.1	1420	1321	115	105.129
NM_001305336.1	1301	1202	40	40.1866
NM_001305337.1	3182	3083	100	39.1699
NM_001305338.1	561	462	399	1042.93
NM_001305339.1	1063	964	15	18.7906
NM_001305340.1	1914	1815	111	73.8537
NM_001305341.1	3018	2919	12.4116	5.13475
NM_001305342.1	1568	1469	3	2.46618
NM_001305343.1	381	282	542	2321.01
NM_001305344.1	1713	1614	3	2.24462
NM_001305345.1	478	379	2.01199	6.41081
NM_001305346.1	794	695	139.892	243.072
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	1.33737	0.842471
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	2	1.86792
NM_001305352.1	874	775	1018	1586.25
NM_001305353.1	1804	1705	1	0.708274
NM_001305354.1	2065	1966	20.6102	12.6597
NM_001305355.1	2154	2055	764.319	449.147
NM_001305356.1	5728	5629	53.9052	11.5645
NM_001305358.1	1594	1495	9	7.26988
NM_001305359.1	1918	1819	2.57071	1.70665
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	28	38.0777
NM_001305362.1	2744	2645	474	216.411
NM_001305363.1	1608	1509	791	633.014
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	11	9.18016
NM_001305367.1	523	424	222.655	634.151
NM_001305368.2	1716	1617	3.96207	2.95896
NM_001305369.2	583	484	1460	3642.78
NM_001305370.1	1788	1689	19.8035	14.1592
NM_001305371.1	1531	1432	1	0.843302
NM_001305372.1	792	693	277	482.695
NM_001305373.1	1593	1494	218	176.211
NM_001305375.1	527	428	35	98.753
NM_001305376.1	674	575	144.125	302.69
NM_001305377.1	3063	2964	11.2526	4.58459
NM_001305378.1	3255	3156	1.58552	0.60668
NM_001305379.1	5926	5827	10.2075	2.11544
NM_001305380.1	2571	2472	6.82384	3.33354
NM_001305381.2	1961	1862	15.5342	10.0748
NM_001308835.1	2208	2109	10	5.72597
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	37	33.8496
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	19.2632	16.4283
NM_001308857.1	1022	923	9	11.7752
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	1	1.94149
NM_001308865.1	1958	1859	2	1.2992
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	26	14.4958
NM_001308876.1	1452	1353	65	58.0152
NM_001308878.1	2290	2191	7.33856	4.04478
NM_001308879.1	2688	2589	38	17.7246
NM_001308882.2	1264	1165	53	54.9384
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	119	45.839
NM_001308888.2	637	538	245.084	550.121
NM_001308889.1	1663	1564	420	324.294
NM_001308892.1	549	450	1	2.68357
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	8.30181	4.56943
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	13	10.9324
NM_001308906.2	2136	2037	0.149306	0.0885138
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	25	17.3807
NM_001308913.1	2259	2160	11738.2	6562.59
NM_001308915.1	1541	1442	8	6.69963
NM_001308918.1	965	866	0	0
