target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.4303	0.730494
NM_001305290.1	963	864	94	115.52
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	15	7.1873
NM_001305293.1	2561	2462	230	99.1938
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	161	48.2638
NM_001305296.1	1113	1014	355	371.736
NM_001305297.1	2361	2262	4	1.87764
NM_001305298.1	681	582	17.8258	32.5214
NM_001305299.1	1313	1214	7.05379	6.16948
NM_001305300.1	2361	2262	3	1.40823
NM_001305301.1	5652	5553	60.1965	11.5103
NM_001305302.1	1626	1527	2	1.39071
NM_001305303.1	1254	1155	12	11.0317
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	38.5745	12.2741
NM_001305306.1	1631	1532	1	0.693084
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	2.69534	1.72301
NM_001305309.1	1685	1586	3	2.00846
NM_001305310.1	833	734	95	137.427
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	86.5058	26.8731
NM_001305313.2	1779	1680	637.178	402.713
NM_001305314.1	524	425	976	2438.4
NM_001305315.1	1100	1001	47	49.855
NM_001305316.1	3845	3746	2	0.5669
NM_001305317.1	1655	1556	25	17.0598
NM_001305318.1	772	673	2159	3406.29
NM_001305319.1	2422	2323	8	3.65667
NM_001305320.1	1257	1158	10	9.1693
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	62.7711	35.9109
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	1.08645	0.242454
NM_001305325.1	1260	1161	116.154	106.229
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	1	0.772221
NM_001305328.1	1420	1321	76	61.0879
NM_001305329.1	3088	2989	10.225	3.63229
NM_001305330.1	1983	1884	20	11.2718
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	233	97.0959
NM_001305333.1	1727	1628	336	219.144
NM_001305334.1	1170	1071	1	0.991414
NM_001305335.1	1420	1321	71	57.069
NM_001305336.1	1301	1202	7	6.18355
NM_001305337.1	3182	3083	138	47.5281
NM_001305338.1	561	462	589	1353.69
NM_001305339.1	1063	964	41	45.1597
NM_001305340.1	1914	1815	84	49.1414
NM_001305341.1	3018	2919	8.83243	3.21285
NM_001305342.1	1568	1469	20	14.4562
NM_001305343.1	381	282	1076	4051.42
NM_001305344.1	1713	1614	9	5.92084
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	209.824	320.564
NM_001305347.1	529	430	1	2.46931
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	3.38958	1.87745
NM_001305350.1	1904	1805	4.7011	2.76546
NM_001305351.1	1392	1293	4.42823	3.63644
NM_001305352.1	874	775	1558	2134.57
NM_001305353.1	1804	1705	3	1.86828
NM_001305354.1	2065	1966	28.7944	15.5514
NM_001305355.1	2154	2055	395.642	204.426
NM_001305356.1	5728	5629	142.883	26.9522
NM_001305358.1	1594	1495	22	15.6252
NM_001305359.1	1918	1819	1.28994	0.752977
NM_001305360.1	1214	1115	5.73082	5.45741
NM_001305361.1	987	888	13	15.5444
NM_001305362.1	2744	2645	189	75.8718
NM_001305363.1	1608	1509	798	561.511
NM_001305364.1	1404	1305	1	0.813643
NM_001305365.1	1546	1447	30	22.0139
NM_001305367.1	523	424	429.476	1075.52
NM_001305368.2	1716	1617	6.76347	4.44124
NM_001305369.2	583	484	1041	2283.76
NM_001305370.1	1788	1689	24.1702	15.1948
NM_001305371.1	1531	1432	3	2.22445
NM_001305372.1	792	693	335	513.282
NM_001305373.1	1593	1494	88.1841	62.6735
NM_001305375.1	527	428	33.9537	84.234
NM_001305376.1	674	575	315.93	583.401
