target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	3	1.82912
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	137	151.591
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	2	0.862833
NM_001305293.1	2561	2462	211	81.9334
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	354	95.5479
NM_001305296.1	1113	1014	280	263.989
NM_001305297.1	2361	2262	12	5.07172
NM_001305298.1	681	582	11.5426	18.9603
NM_001305299.1	1313	1214	4.02209	3.16737
NM_001305300.1	2361	2262	11	4.64907
NM_001305301.1	5652	5553	96.0914	16.5433
NM_001305302.1	1626	1527	4	2.50431
NM_001305303.1	1254	1155	10	8.27722
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	17.2584	4.94437
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	29.0648	17.5199
NM_001305310.1	833	734	106	138.063
NM_001305311.1	1912	1813	2	1.05463
NM_001305312.1	3517	3418	60.4866	16.9182
NM_001305313.2	1779	1680	765.921	435.854
NM_001305314.1	524	425	901	2026.76
NM_001305315.1	1100	1001	49.4759	47.2526
NM_001305316.1	3845	3746	10	2.55211
NM_001305317.1	1655	1556	29.8327	18.3294
NM_001305318.1	772	673	1584	2250.12
NM_001305319.1	2422	2323	108	44.4468
NM_001305320.1	1257	1158	10	8.25577
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	6.40495	3.29917
NM_001305323.1	1697	1598	4	2.39304
NM_001305324.1	4857	4758	1.15466	0.232004
NM_001305325.1	1260	1161	35.8833	29.5479
NM_001305326.1	2144	2045	6	2.80494
NM_001305327.1	1474	1375	9	6.25758
NM_001305328.1	1420	1321	96	69.476
NM_001305329.1	3088	2989	5.00914	1.60215
NM_001305330.1	1983	1884	3	1.52232
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	104	39.0212
NM_001305333.1	1727	1628	885	519.703
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	101	73.0945
NM_001305336.1	1301	1202	9.23321	7.34369
NM_001305337.1	3182	3083	121	37.5213
NM_001305338.1	561	462	708	1465.07
NM_001305339.1	1063	964	22.1986	22.0148
NM_001305340.1	1914	1815	225	118.515
NM_001305341.1	3018	2919	13.9318	4.56288
NM_001305342.1	1568	1469	13	8.46034
NM_001305343.1	381	282	799	2708.72
NM_001305344.1	1713	1614	4	2.36932
NM_001305345.1	478	379	5.67122	14.3055
NM_001305346.1	794	695	214.2	294.646
NM_001305347.1	529	430	4	8.8932
NM_001305348.1	5074	4975	1	0.192165
NM_001305349.1	2016	1917	2.15781	1.07611
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	1	0.73938
NM_001305352.1	874	775	1531	1888.6
NM_001305353.1	1804	1705	12	6.72858
NM_001305354.1	2065	1966	32.2687	15.6915
NM_001305355.1	2154	2055	861.017	400.559
NM_001305356.1	5728	5629	99	16.814
NM_001305358.1	1594	1495	7	4.47634
NM_001305359.1	1918	1819	4.04123	2.12397
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	20	21.532
NM_001305362.1	2744	2645	349	126.144
NM_001305363.1	1608	1509	17	10.7703
NM_001305364.1	1404	1305	1	0.732581
NM_001305365.1	1546	1447	87	57.48
NM_001305367.1	523	424	420.123	947.277
NM_001305368.2	1716	1617	10.0002	5.91243
NM_001305369.2	583	484	993	1961.42
NM_001305370.1	1788	1689	26.7839	15.1604
NM_001305371.1	1531	1432	0	0
NM_001305372.1	792	693	292	402.825
NM_001305373.1	1593	1494	729	466.491
NM_001305375.1	527	428	3	6.70107
NM_001305376.1	674	575	291.247	484.239
NM_001305377.1	3063	2964	22.8906	7.3832
NM_001305378.1	3255	3156	10.5603	3.19895
NM_001305379.1	5926	5827	9.69958	1.59138
NM_001305380.1	2571	2472	20.3097	7.85457
NM_001305381.2	1961	1862	67.8653	34.8445
NM_001308835.1	2208	2109	14	6.34626
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	181	131.09
NM_001308844.1	1404	1305	4	2.93033
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	3	2.02546
NM_001308857.1	1022	923	7	7.25041
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	15	23.0551
NM_001308865.1	1958	1859	2	1.02853
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	11	6.07522
NM_001308872.1	2265	2166	57	25.1584
NM_001308876.1	1452	1353	64	45.2219
NM_001308878.1	2290	2191	3.75043	1.63646
NM_001308879.1	2688	2589	94	34.7106
NM_001308882.2	1264	1165	139	114.066
NM_001308885.1	1854	1755	3	1.63422
NM_001308886.1	3234	3135	184	56.1108
NM_001308888.2	637	538	304.288	540.715
NM_001308889.1	1663	1564	756	462.116
NM_001308892.1	549	450	4	8.49794
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	1	0.759951
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	23	15.3123
NM_001308906.2	2136	2037	112.567	52.8307
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	35	19.2635
NM_001308913.1	2259	2160	84.0134	37.1844
