target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	220	223.962
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	42	16.6703
NM_001305293.1	2561	2462	228	81.4538
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	138	34.2685
NM_001305296.1	1113	1014	382	331.352
NM_001305297.1	2361	2262	19	7.38798
NM_001305298.1	681	582	13.4736	20.3623
NM_001305299.1	1313	1214	0	0
NM_001305300.1	2361	2262	3	1.16652
NM_001305301.1	5652	5553	164.783	26.1006
NM_001305302.1	1626	1527	3	1.72801
NM_001305303.1	1254	1155	8	6.09218
NM_001305304.1	774	675	1.48648	1.93695
NM_001305305.1	3436	3337	27.6775	7.29517
NM_001305306.1	1631	1532	2	1.14825
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	7	3.88203
NM_001305310.1	833	734	28	33.5526
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	89	22.9025
NM_001305313.2	1779	1680	1317.31	689.674
NM_001305314.1	524	425	1444	2988.43
NM_001305315.1	1100	1001	171	150.254
NM_001305316.1	3845	3746	6	1.4088
NM_001305317.1	1655	1556	29	16.3928
NM_001305318.1	772	673	2015	2633.45
NM_001305319.1	2422	2323	13	4.92219
NM_001305320.1	1257	1158	8	6.07639
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	5.5241	2.61787
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	518.953	393.151
NM_001305326.1	2144	2045	4	1.72041
NM_001305327.1	1474	1375	1	0.639679
NM_001305328.1	1420	1321	72	47.9396
NM_001305329.1	3088	2989	2.46396	0.725056
NM_001305330.1	1983	1884	49	22.876
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	104	35.9003
NM_001305333.1	1727	1628	1000	540.269
NM_001305334.1	1170	1071	3	2.46375
NM_001305335.1	1420	1321	270	179.773
NM_001305336.1	1301	1202	7	5.12222
NM_001305337.1	3182	3083	190	54.2057
NM_001305338.1	561	462	492	936.672
NM_001305339.1	1063	964	20	18.2481
NM_001305340.1	1914	1815	161	78.0214
NM_001305341.1	3018	2919	16.473	4.96366
NM_001305342.1	1568	1469	23	13.7712
NM_001305343.1	381	282	946	2950.57
NM_001305344.1	1713	1614	10	5.44955
NM_001305345.1	478	379	161.501	374.801
NM_001305346.1	794	695	141.784	179.434
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	7	1.23757
NM_001305349.1	2016	1917	3.34145	1.53312
NM_001305350.1	1904	1805	3.21195	1.56515
NM_001305351.1	1392	1293	3	2.04074
NM_001305352.1	874	775	1848	2097.32
NM_001305353.1	1804	1705	2	1.03174
NM_001305354.1	2065	1966	36.5606	16.3567
NM_001305355.1	2154	2055	713.144	305.232
NM_001305356.1	5728	5629	147.596	23.0627
NM_001305358.1	1594	1495	16	9.41333
NM_001305359.1	1918	1819	41.8371	20.2299
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	32	31.6958
NM_001305362.1	2744	2645	354	117.718
NM_001305363.1	1608	1509	386	224.99
NM_001305364.1	1404	1305	5	3.36995
NM_001305365.1	1546	1447	36	21.8826
NM_001305367.1	523	424	456.269	946.499
NM_001305368.2	1716	1617	7.50223	4.08079
NM_001305369.2	583	484	2436	4426.87
NM_001305370.1	1788	1689	38.128	19.8554
NM_001305371.1	1531	1432	3	1.84265
NM_001305372.1	792	693	331	420.106
NM_001305373.1	1593	1494	134	78.8894
NM_001305375.1	527	428	53	108.917
NM_001305376.1	674	575	178.025	272.319
NM_001305377.1	3063	2964	29.188	8.66145
NM_001305378.1	3255	3156	10.7124	2.98547
NM_001305379.1	5926	5827	16.816	2.5383
NM_001305380.1	2571	2472	8.45196	3.00728
NM_001305381.2	1961	1862	25	11.8093
NM_001308835.1	2208	2109	10	4.1705
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	79	52.6402
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	22.0986	13.7267
NM_001308857.1	1022	923	11	10.4823
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	13	18.383
NM_001308865.1	1958	1859	1	0.473135
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	35	14.2126
NM_001308876.1	1452	1353	100	65.008
NM_001308878.1	2290	2191	11.799	4.73661
NM_001308879.1	2688	2589	66	22.4221
NM_001308882.2	1264	1165	62	46.8091
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	312	87.535
NM_001308888.2	637	538	127.7	208.772
NM_001308889.1	1663	1564	386.736	217.492
NM_001308892.1	549	450	1	1.95457
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	1	0.699172
NM_001308899.1	2293	2194	21.5323	8.63212
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	45	27.5628
NM_001308906.2	2136	2037	33.24	14.3527
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	26	13.1655
NM_001308913.1	2259	2160	329.504	134.175
NM_001308915.1	1541	1442	6	3.65974
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	84	24.7929
NM_001319969.1	1722	1623	14	7.58707
NM_001319970.1	1068	969	37	33.5848
NM_001367274.1	1042	943	0.000342799	0.000319737
NM_001367275.1	1033	934	14.8075	13.9443
NM_001367293.1	2261	2162	44.6108	18.1488
NM_001367294.1	2136	2037	195.771	84.5319
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	57.1549	25.0603
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0572222	0.00950884
XM_011413590.3	5222	5123	71.0741	12.2026
XM_011413596.3	1119	1020	3	2.58694
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	8	2.41471
XM_011413623.3	1877	1778	23	11.3779
XM_011413624.3	2409	2310	11	4.18837
XM_011413626.3	5017	4918	2	0.357689
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	5.47941	3.78888
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	2.1528	1.2076
XM_011413636.3	1087	988	22	19.5853
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1360	1691.94
XM_011413651.3	3224	3125	25	7.03646
XM_011413652.3	3776	3677	73.7601	17.6438
XM_011413653.3	3811	3712	0.00194341	0.00046049
XM_011413654.3	3795	3696	0.237989	0.0566356
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	19.0828	3.40662
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	63.9172	11.8181
XM_011413662.3	1889	1790	5	2.45687
XM_011413664.3	2379	2280	4.81071	1.85583
XM_011413665.3	2523	2424	127	46.0825
XM_011413666.3	2845	2746	73.2546	23.4638
XM_011413667.3	2122	2023	7.42092e-06	3.22646e-06
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	1.522e-05	7.10177e-06
