target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	3	1.33476
NM_001305290.1	963	864	159	170.224
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	2	0.834827
NM_001305293.1	2561	2462	318	119.475
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	189	49.3571
NM_001305296.1	1113	1014	565	515.403
NM_001305297.1	2361	2262	2	0.81785
NM_001305298.1	681	582	21.5738	34.2879
NM_001305299.1	1313	1214	13.2472	10.0935
NM_001305300.1	2361	2262	8	3.2714
NM_001305301.1	5652	5553	117.826	19.6268
NM_001305302.1	1626	1527	11	6.66331
NM_001305303.1	1254	1155	5	4.00428
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	36.5767	10.1388
NM_001305306.1	1631	1532	1	0.603778
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	1	0.583221
NM_001305310.1	833	734	139	175.168
NM_001305311.1	1912	1813	5	2.55099
NM_001305312.1	3517	3418	29.3511	7.94307
NM_001305313.2	1779	1680	984.005	541.781
NM_001305314.1	524	425	1483	3227.67
NM_001305315.1	1100	1001	16	14.785
NM_001305316.1	3845	3746	4	0.987708
NM_001305317.1	1655	1556	38	22.5897
NM_001305318.1	772	673	2493	3426.44
NM_001305319.1	2422	2323	11	4.38006
NM_001305320.1	1257	1158	10	7.98781
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	15.5956	7.77247
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	576.422	459.245
NM_001305326.1	2144	2045	4	1.80927
NM_001305327.1	1474	1375	1	0.672719
NM_001305328.1	1420	1321	103	72.1225
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	19	9.32844
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	220	79.8656
NM_001305333.1	1727	1628	385	218.747
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	74	51.8162
NM_001305336.1	1301	1202	20.7822	15.9928
NM_001305337.1	3182	3083	212	63.6061
NM_001305338.1	561	462	947	1896.03
NM_001305339.1	1063	964	29.6723	28.4715
NM_001305340.1	1914	1815	223	113.649
NM_001305341.1	3018	2919	14.3574	4.54965
NM_001305342.1	1568	1469	20	12.5934
NM_001305343.1	381	282	1526	5005.43
NM_001305344.1	1713	1614	12	6.87724
NM_001305345.1	478	379	3.03847	7.41569
NM_001305346.1	794	695	89.5619	119.2
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	13.3231	6.42862
NM_001305350.1	1904	1805	1.18578	0.607665
NM_001305351.1	1392	1293	1	0.715382
NM_001305352.1	874	775	2100	2506.42
NM_001305353.1	1804	1705	2	1.08503
NM_001305354.1	2065	1966	73.3152	34.4943
NM_001305355.1	2154	2055	377.497	169.918
NM_001305356.1	5728	5629	133.689	21.9684
NM_001305358.1	1594	1495	25	15.468
NM_001305359.1	1918	1819	3.94354	2.00535
NM_001305360.1	1214	1115	2	1.65917
NM_001305361.1	987	888	17	17.7081
NM_001305362.1	2744	2645	242	84.6303
NM_001305363.1	1608	1509	1117	684.7
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	28	17.8989
NM_001305367.1	523	424	248.124	541.302
NM_001305368.2	1716	1617	4.05651	2.32048
NM_001305369.2	583	484	1800	3440.04
NM_001305370.1	1788	1689	47.703	26.1248
NM_001305371.1	1531	1432	2	1.29188
NM_001305372.1	792	693	462	616.659
NM_001305373.1	1593	1494	133	82.345
NM_001305375.1	527	428	41	88.6087
NM_001305376.1	674	575	696.358	1120.21
NM_001305377.1	3063	2964	75.2234	23.4753
NM_001305378.1	3255	3156	5.80964	1.70274
NM_001305379.1	5926	5827	14.3427	2.27679
NM_001305380.1	2571	2472	24.3533	9.11266
NM_001305381.2	1961	1862	51.9608	25.8126
NM_001308835.1	2208	2109	11.6885	5.12646
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	70	49.0524
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	2	1.72734
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	1.14026	0.449587
NM_001308855.1	1515	1416	3	1.95972
NM_001308857.1	1022	923	16	16.0345
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	22	32.7166
NM_001308865.1	1958	1859	1	0.497573
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	47	20.0713
