target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	5.59805	3.0204
NM_001305290.1	963	864	147	190.847
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	3	1.51856
NM_001305293.1	2561	2462	249	113.447
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	164	51.937
NM_001305296.1	1113	1014	430	475.677
NM_001305297.1	2361	2262	10	4.95894
NM_001305298.1	681	582	25	48.1835
NM_001305299.1	1313	1214	10.4788	9.68216
NM_001305300.1	2361	2262	12	5.95073
NM_001305301.1	5652	5553	99.5275	20.1047
NM_001305302.1	1626	1527	1	0.734586
NM_001305303.1	1254	1155	10	9.7118
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	38.5514	12.9588
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.675324
NM_001305309.1	1685	1586	3	2.12178
NM_001305310.1	833	734	104	158.935
NM_001305311.1	1912	1813	1.66172	1.02812
NM_001305312.1	3517	3418	48	15.7525
NM_001305313.2	1779	1680	546.563	364.932
NM_001305314.1	524	425	1090	2876.86
NM_001305315.1	1100	1001	37	41.4619
NM_001305316.1	3845	3746	0	0
NM_001305317.1	1655	1556	27	19.4642
NM_001305318.1	772	673	2114	3523.48
NM_001305319.1	2422	2323	9	4.34585
NM_001305320.1	1257	1158	12	11.624
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	14.399	8.70235
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	1.03592	0.24422
NM_001305325.1	1260	1161	348.738	336.937
NM_001305326.1	2144	2045	4	2.19406
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	111	94.2544
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	11	6.54928
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	194	85.4051
NM_001305333.1	1727	1628	224	154.339
NM_001305334.1	1170	1071	3	3.14205
NM_001305335.1	1420	1321	125	106.142
NM_001305336.1	1301	1202	13	12.1317
NM_001305337.1	3182	3083	151	54.9395
NM_001305338.1	561	462	1157	2809.14
NM_001305339.1	1063	964	16	18.6176
NM_001305340.1	1914	1815	87	53.768
NM_001305341.1	3018	2919	12.5143	4.80898
NM_001305342.1	1568	1469	13	9.92666
NM_001305343.1	381	282	1083	4307.85
NM_001305344.1	1713	1614	8	5.55991
NM_001305345.1	478	379	1.01868	3.01494
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	4.3191	2.52728
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	2	1.73505
NM_001305352.1	874	775	1831	2650.14
NM_001305353.1	1804	1705	2	1.31579
NM_001305354.1	2065	1966	77.3191	44.1149
NM_001305355.1	2154	2055	261.059	142.498
NM_001305356.1	5728	5629	124.623	24.8341
NM_001305358.1	1594	1495	21	15.7565
NM_001305359.1	1918	1819	2.65974	1.64017
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	5	6.31595
NM_001305362.1	2744	2645	151	64.0373
NM_001305363.1	1608	1509	1090	810.25
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	22	17.0544
NM_001305367.1	523	424	724.244	1916.02
NM_001305368.2	1716	1617	4.84783	3.36294
NM_001305369.2	583	484	1596	3698.87
NM_001305370.1	1788	1689	5.3934	3.58191
NM_001305371.1	1531	1432	1.05246	0.824412
NM_001305372.1	792	693	245	396.565
NM_001305373.1	1593	1494	240	180.195
NM_001305375.1	527	428	43	112.695
NM_001305376.1	674	575	201.83	393.731
NM_001305377.1	3063	2964	69.9969	26.49
NM_001305378.1	3255	3156	10.1789	3.61782
NM_001305379.1	5926	5827	17.8592	3.43793
NM_001305380.1	2571	2472	8.02128	3.63979
NM_001305381.2	1961	1862	46	27.7115
NM_001308835.1	2208	2109	6	3.19122
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	217	184.403
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	1.85782	0.888294
NM_001308855.1	1515	1416	4.03535	3.19668
NM_001308857.1	1022	923	21	25.5211
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	12	21.6408
NM_001308865.1	1958	1859	3	1.81019
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	43	22.2685
NM_001308876.1	1452	1353	199	164.982
NM_001308878.1	2290	2191	19.8562	10.1656
NM_001308879.1	2688	2589	77	33.3611
NM_001308882.2	1264	1165	122	117.467
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	199	71.2028
NM_001308888.2	637	538	257.672	537.238
NM_001308889.1	1663	1564	256	183.605
NM_001308892.1	549	450	3	7.47808
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	8.56033	4.37659
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	40	31.2455
NM_001308906.2	2136	2037	0	0
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	41	26.4768
NM_001308913.1	2259	2160	1	0.519311
NM_001308915.1	1541	1442	22	17.1135
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	2	0.752827
NM_001319969.1	1722	1623	10	6.91135
NM_001319970.1	1068	969	57	65.9831
NM_001367274.1	1042	943	0.000333346	0.00039652
NM_001367275.1	1033	934	7.79448	9.361
NM_001367293.1	2261	2162	90.2467	46.8228
NM_001367294.1	2136	2037	281.106	154.796
NM_001367295.1	2230	2131	21.7955	11.4727
NM_001367296.1	2105	2006	0	0
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	1	0.340739
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0975281	0.0206685
XM_011413590.3	5222	5123	38.508	8.43156
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	8	3.0103
XM_011413602.3	3013	2914	0	0
XM_011413623.3	1877	1778	48	30.2825
XM_011413624.3	2409	2310	4	1.94236
XM_011413626.3	5017	4918	1	0.228083
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	11	12.4887
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1343	2130.78
XM_011413651.3	3224	3125	10	3.58948
XM_011413652.3	3776	3677	58.0985	17.7236
XM_011413653.3	3811	3712	0.00280688	0.0008482
