target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	175	251.007
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	2	1.11847
NM_001305293.1	2561	2462	242	121.812
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	105	36.7369
NM_001305296.1	1113	1014	415	507.192
NM_001305297.1	2361	2262	3	1.64358
NM_001305298.1	681	582	20.6645	44.0012
NM_001305299.1	1313	1214	0	0
NM_001305300.1	2361	2262	10	5.4786
NM_001305301.1	5652	5553	123.268	27.5096
NM_001305302.1	1626	1527	5	4.05782
NM_001305303.1	1254	1155	14	15.0213
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	37.8566	14.0588
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	2	1.56275
NM_001305310.1	833	734	25	42.2091
NM_001305311.1	1912	1813	2.68882	1.83792
NM_001305312.1	3517	3418	53	19.2161
NM_001305313.2	1779	1680	778.707	574.416
NM_001305314.1	524	425	1303	3799.42
NM_001305315.1	1100	1001	25.1896	31.1852
NM_001305316.1	3845	3746	1	0.330822
NM_001305317.1	1655	1556	28	22.3003
NM_001305318.1	772	673	2328	4286.77
NM_001305319.1	2422	2323	20	10.6695
NM_001305320.1	1257	1158	2	2.14034
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	21.1662	14.1328
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	293.872	313.681
NM_001305326.1	2144	2045	1	0.605995
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	50	46.9061
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	6	3.94669
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	103	50.0957
NM_001305333.1	1727	1628	893	679.766
NM_001305334.1	1170	1071	1	1.15711
NM_001305335.1	1420	1321	522	489.7
NM_001305336.1	1301	1202	2	2.062
NM_001305337.1	3182	3083	161	64.7164
NM_001305338.1	561	462	381	1021.99
NM_001305339.1	1063	964	10	12.8554
NM_001305340.1	1914	1815	221	150.896
NM_001305341.1	3018	2919	9.9531	4.22558
NM_001305342.1	1568	1469	5	4.21804
NM_001305343.1	381	282	966	4245.12
NM_001305344.1	1713	1614	7	5.37473
NM_001305345.1	478	379	34.2195	111.891
NM_001305346.1	794	695	19.4624	34.7036
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	4	2.58583
NM_001305350.1	1904	1805	4.30819	2.95787
NM_001305351.1	1392	1293	5	4.79219
NM_001305352.1	874	775	2105	3365.99
NM_001305353.1	1804	1705	4	2.90735
NM_001305354.1	2065	1966	20.4023	12.8605
NM_001305355.1	2154	2055	815.392	491.719
NM_001305356.1	5728	5629	104.845	23.0822
NM_001305358.1	1594	1495	28	23.2102
NM_001305359.1	1918	1819	9.63563	6.56462
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	10	13.9556
NM_001305362.1	2744	2645	459	215.055
NM_001305363.1	1608	1509	871	715.305
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	17	14.5594
NM_001305367.1	523	424	176.757	516.622
NM_001305368.2	1716	1617	7.57343	5.80423
NM_001305369.2	583	484	2125	5440.96
NM_001305370.1	1788	1689	50.4849	37.042
NM_001305371.1	1531	1432	1	0.865405
NM_001305372.1	792	693	295	527.535
NM_001305373.1	1593	1494	346	287.004
NM_001305375.1	527	428	24	69.4912
NM_001305376.1	674	575	156.559	337.421
NM_001305377.1	3063	2964	57.5526	24.0629
NM_001305378.1	3255	3156	14.3082	5.61837
NM_001305379.1	5926	5827	18.4616	3.92632
NM_001305380.1	2571	2472	8.94275	4.48317
NM_001305381.2	1961	1862	29.8457	19.8639
NM_001308835.1	2208	2109	9	5.28845
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	118	110.782
NM_001308844.1	1404	1305	1	0.949624
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	2.02743	1.77437
NM_001308857.1	1022	923	15	20.1396
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	11	21.9162
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	2	1.44773
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	31	17.7364
NM_001308876.1	1452	1353	153	140.138
NM_001308878.1	2290	2191	17.8731	10.1093
NM_001308879.1	2688	2589	38	18.1892
NM_001308882.2	1264	1165	97	103.183
NM_001308885.1	1854	1755	3	2.11839
NM_001308886.1	3234	3135	179	70.7584
NM_001308888.2	637	538	276.939	637.918
NM_001308889.1	1663	1564	537	425.5
NM_001308892.1	549	450	1	2.75391
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	2.34922	1.32693
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	29	25.0268
NM_001308906.2	2136	2037	3.34224	2.03334
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	44	31.3917
NM_001308913.1	2259	2160	257.276	147.607
NM_001308915.1	1541	1442	4	3.43761
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	236	98.1427
NM_001319969.1	1722	1623	11	8.39917
NM_001319970.1	1068	969	45	57.5507
NM_001367274.1	1042	943	0.000455715	0.000598886
NM_001367275.1	1033	934	11.8413	15.7114
NM_001367293.1	2261	2162	68.695	39.376
NM_001367294.1	2136	2037	405.735	246.839
NM_001367295.1	2230	2131	4.15067	2.41378
NM_001367296.1	2105	2006	34.2263	21.1442
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	4	1.50578
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.102671	0.0240386
XM_011413590.3	5222	5123	23.5987	5.70856
XM_011413596.3	1119	1020	5	6.0748
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	4	1.70111
XM_011413623.3	1877	1778	14	9.75795
XM_011413624.3	2409	2310	5	2.68238
XM_011413626.3	5017	4918	4	1.00794
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	1.69919	1.34294
XM_011413636.3	1087	988	26	32.6121
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	871	1526.73
XM_011413651.3	3224	3125	7	2.77594
XM_011413652.3	3776	3677	118.492	39.9355
XM_011413653.3	3811	3712	0.00515813	0.00172205
XM_011413654.3	3795	3696	0.50241	0.168457
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	5.76888	1.45101
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	1.98855	0.518043
XM_011413662.3	1889	1790	3	2.07697
XM_011413664.3	2379	2280	1.4345	0.779699
XM_011413665.3	2523	2424	20	10.2249
XM_011413666.3	2845	2746	18.1206	8.17776
XM_011413667.3	2122	2023	0	0
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	0	0
XM_011413673.3	2083	1984	0	0
