target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	166	207.337
NM_001305291.1	722	623	1	1.73219
NM_001305292.1	2315	2216	1	0.486982
NM_001305293.1	2561	2462	214	93.8012
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	147	44.7869
NM_001305296.1	1113	1014	358	381.002
NM_001305297.1	2361	2262	10	4.77079
NM_001305298.1	681	582	18.0787	33.5217
NM_001305299.1	1313	1214	8.35819	7.42978
NM_001305300.1	2361	2262	0	0
NM_001305301.1	5652	5553	126.113	24.5084
NM_001305302.1	1626	1527	5.0677	3.58141
NM_001305303.1	1254	1155	10	9.34331
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	53.6208	17.3404
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.6497
NM_001305309.1	1685	1586	2	1.36085
NM_001305310.1	833	734	24	35.2856
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	75.7472	23.9154
NM_001305313.2	1779	1680	801.131	514.608
NM_001305314.1	524	425	1279	3247.61
NM_001305315.1	1100	1001	46.2379	49.8479
NM_001305316.1	3845	3746	1	0.288081
NM_001305317.1	1655	1556	16	11.0967
NM_001305318.1	772	673	2190	3511.65
NM_001305319.1	2422	2323	6	2.78731
NM_001305320.1	1257	1158	7	6.52337
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	25	14.536
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	102	94.8092
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	77	62.9029
NM_001305329.1	3088	2989	4.86616	1.75688
NM_001305330.1	1983	1884	19	10.8832
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	129	54.6352
NM_001305333.1	1727	1628	1646	1091.08
NM_001305334.1	1170	1071	2	2.01522
NM_001305335.1	1420	1321	221	180.539
NM_001305336.1	1301	1202	11	9.87576
NM_001305337.1	3182	3083	162	56.7053
NM_001305338.1	561	462	792	1849.97
NM_001305339.1	1063	964	11	12.314
NM_001305340.1	1914	1815	173	102.861
NM_001305341.1	3018	2919	5.04507	1.86516
NM_001305342.1	1568	1469	12	8.8154
NM_001305343.1	381	282	1375	5261.82
NM_001305344.1	1713	1614	7	4.68034
NM_001305345.1	478	379	3.09666	8.81733
NM_001305346.1	794	695	86.3799	134.125
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	3.30729	1.8618
NM_001305350.1	1904	1805	4.66641	2.7899
NM_001305351.1	1392	1293	3	2.50383
NM_001305352.1	874	775	1780	2478.57
NM_001305353.1	1804	1705	1	0.632934
NM_001305354.1	2065	1966	25.4257	13.9564
NM_001305355.1	2154	2055	1338.22	702.746
NM_001305356.1	5728	5629	96.9586	18.5882
NM_001305358.1	1594	1495	71	51.2507
NM_001305359.1	1918	1819	2.15401	1.2779
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	3	3.64578
NM_001305362.1	2744	2645	595	242.758
NM_001305363.1	1608	1509	699	499.885
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	26	19.3904
NM_001305367.1	523	424	491.074	1249.87
NM_001305368.2	1716	1617	7.4495	4.97164
NM_001305369.2	583	484	1713	3819.39
NM_001305370.1	1788	1689	39.9484	25.5242
NM_001305371.1	1531	1432	2	1.5072
NM_001305372.1	792	693	588	915.644
NM_001305373.1	1593	1494	210	151.688
NM_001305375.1	527	428	48	121.026
NM_001305376.1	674	575	572.227	1073.95
NM_001305377.1	3063	2964	43.9955	16.0182
NM_001305378.1	3255	3156	1.71664	0.586982
NM_001305379.1	5926	5827	11.226	2.07904
NM_001305380.1	2571	2472	13.033	5.68954
NM_001305381.2	1961	1862	37.8285	21.9241
NM_001308835.1	2208	2109	2	1.02338
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	64	52.3225
NM_001308844.1	1404	1305	2	1.65387
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	4.03177	3.07266
NM_001308857.1	1022	923	21	24.5527
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	14	24.2896
NM_001308865.1	1958	1859	4	2.322
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	24	11.9574
NM_001308876.1	1452	1353	166	132.401
NM_001308878.1	2290	2191	23.7572	11.7013
NM_001308879.1	2688	2589	55	22.9252
NM_001308882.2	1264	1165	91	84.2943
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	146	50.2571
NM_001308888.2	637	538	376.491	755.188
NM_001308889.1	1663	1564	159	109.709
NM_001308892.1	549	450	4	9.59246
NM_001308896.1	1002	903	9.67642	11.564
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	8.7026	4.2805
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	38	28.5569
NM_001308906.2	2136	2037	0.000348192	0.000184463
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	23	14.2893
NM_001308913.1	2259	2160	321.217	160.482
NM_001308915.1	1541	1442	20	14.9674
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	81	29.3326
NM_001319969.1	1722	1623	22	14.6281
NM_001319970.1	1068	969	55	61.2522
NM_001367274.1	1042	943	5.74451	6.57392
NM_001367275.1	1033	934	0	0
NM_001367293.1	2261	2162	99.9214	49.8753
NM_001367294.1	2136	2037	249.461	132.158
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	2.04803e-08	1.10176e-08
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	8	2.62248
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0952405	0.0194179
XM_011413590.3	5222	5123	50.5799	10.6546
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	8	2.96267
XM_011413623.3	1877	1778	39	23.6709
XM_011413624.3	2409	2310	4	1.86866
XM_011413626.3	5017	4918	0	0
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	28	30.5832
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1449	2211.73
XM_011413651.3	3224	3125	8	2.76263
XM_011413652.3	3776	3677	88.6145	26.0072
XM_011413653.3	3811	3712	0.00396871	0.00115378
XM_011413654.3	3795	3696	0.381581	0.111413
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	17.2603	3.9156
XM_011413662.3	1889	1790	2	1.20576
XM_011413664.3	2379	2280	1	0.473312
XM_011413665.3	2523	2424	33	14.6914
XM_011413666.3	2845	2746	17.7116	6.96048
XM_011413667.3	2122	2023	7.54075	4.02255
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	9.45925	5.41537
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	0	0
