target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	16	127.757
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	28	78.4602
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	24	46.7457
NM_001305296.1	1113	1014	80	544.291
NM_001305297.1	2361	2262	4	12.1996
NM_001305298.1	681	582	1	11.8538
NM_001305299.1	1313	1214	0	0
NM_001305300.1	2361	2262	0	0
NM_001305301.1	5652	5553	8.59238	10.6749
NM_001305302.1	1626	1527	0	0
NM_001305303.1	1254	1155	0	0
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	0	0
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	4.15346
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	0	0
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	1	2.0184
NM_001305313.2	1779	1680	14.4304	59.2584
NM_001305314.1	524	425	116	1882.99
NM_001305315.1	1100	1001	3	20.676
NM_001305316.1	3845	3746	0	0
NM_001305317.1	1655	1556	0	0
NM_001305318.1	772	673	316	3239.3
NM_001305319.1	2422	2323	0	0
NM_001305320.1	1257	1158	1	5.95759
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	2	7.43415
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	13	77.2485
NM_001305326.1	2144	2045	1	3.37354
NM_001305327.1	1474	1375	1	5.01737
NM_001305328.1	1420	1321	11	57.4472
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	3	10.9855
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	22	59.5665
NM_001305333.1	1727	1628	127	538.181
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	0	0
NM_001305336.1	1301	1202	0	0
NM_001305337.1	3182	3083	5	11.1886
NM_001305338.1	561	462	56	836.229
NM_001305339.1	1063	964	4	28.6261
NM_001305340.1	1914	1815	5	19.0052
NM_001305341.1	3018	2919	2	4.72689
NM_001305342.1	1568	1469	0	0
NM_001305343.1	381	282	406	9932.44
NM_001305344.1	1713	1614	1	4.2744
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	293.023	2908.68
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	1.38671
NM_001305349.1	2016	1917	0	0
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	0	0
NM_001305352.1	874	775	247	2198.74
NM_001305353.1	1804	1705	1	4.04627
NM_001305354.1	2065	1966	14	49.1274
NM_001305355.1	2154	2055	14.3914	48.3139
NM_001305356.1	5728	5629	4	4.90239
NM_001305358.1	1594	1495	3	13.8439
NM_001305359.1	1918	1819	0	0
NM_001305360.1	1214	1115	1	6.18734
NM_001305361.1	987	888	0	0
NM_001305362.1	2744	2645	22	57.3821
NM_001305363.1	1608	1509	138	630.912
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	2	9.53544
NM_001305367.1	523	424	311.956	5075.82
NM_001305368.2	1716	1617	0	0
NM_001305369.2	583	484	108	1539.42
NM_001305370.1	1788	1689	0	0
NM_001305371.1	1531	1432	0	0
NM_001305372.1	792	693	47	467.89
NM_001305373.1	1593	1494	88	406.36
NM_001305375.1	527	428	13	209.546
NM_001305376.1	674	575	25.5834	306.951
NM_001305377.1	3063	2964	0	0
NM_001305378.1	3255	3156	0	0
NM_001305379.1	5926	5827	0	0
NM_001305380.1	2571	2472	0	0
NM_001305381.2	1961	1862	2	7.41019
NM_001308835.1	2208	2109	0	0
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	13	67.9436
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	0	0
NM_001308857.1	1022	923	2	14.9488
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	0	0
NM_001308865.1	1958	1859	1	3.71108
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	7	22.2956
NM_001308876.1	1452	1353	21	107.078
NM_001308878.1	2290	2191	1	3.14874
NM_001308879.1	2688	2589	1	2.66469
NM_001308882.2	1264	1165	4	23.6872
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	64	140.839
NM_001308888.2	637	538	60.7562	779.09
NM_001308889.1	1663	1564	92	405.817
NM_001308892.1	549	450	0	0
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	2	9.60848
NM_001308906.2	2136	2037	8.13911e-06	2.75655e-05
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	0	0
NM_001308913.1	2259	2160	1	3.19393
NM_001308915.1	1541	1442	0	0
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	2	4.63013
NM_001319969.1	1722	1623	0	0
NM_001319970.1	1068	969	0	0
NM_001367274.1	1042	943	0	0
NM_001367275.1	1033	934	0	0
NM_001367293.1	2261	2162	0	0
NM_001367294.1	2136	2037	8.13911e-06	2.75655e-05
NM_001367295.1	2230	2131	17.048	55.1912
NM_001367296.1	2105	2006	9.95196	34.2261
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0117026	0.0152532
XM_011413590.3	5222	5123	2	2.6933
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	0	0
XM_011413623.3	1877	1778	0	0
XM_011413624.3	2409	2310	0	0
XM_011413626.3	5017	4918	0	0
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	0	0
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	4.9998	19.2269
XM_011413649.3	806	707	71	692.816
XM_011413651.3	3224	3125	0	0
XM_011413652.3	3776	3677	0.990911	1.85918
XM_011413653.3	3811	3712	0.000172001	0.00031967
XM_011413654.3	3795	3696	0.00891659	0.0166435
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	6	8.40133
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	6	8.70156
XM_011413662.3	1889	1790	0	0
XM_011413664.3	2379	2280	2	6.05166
XM_011413665.3	2523	2424	0	0
XM_011413666.3	2845	2746	1.09601	2.75356
XM_011413667.3	2122	2023	0	0
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	0	0
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	0	0
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	0	0
XM_011413677.3	5397	5298	0	0
XM_011413678.3	4041	3942	0	0
XM_011413680.3	2785	2686	1	2.56846
XM_011413681.3	1518	1419	0	0
XM_011413682.3	1820	1721	0	0
XM_011413683.3	2233	2134	0	0
XM_011413684.3	772	673	0	0
