target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	123	170.436
NM_001305291.1	722	623	1	1.92168
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	220	106.98
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	160	54.0805
NM_001305296.1	1113	1014	442	521.86
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	17.6119	36.2287
NM_001305299.1	1313	1214	0	0
NM_001305300.1	2361	2262	2	1.05854
NM_001305301.1	5652	5553	86.3018	18.6064
NM_001305302.1	1626	1527	6	4.70416
NM_001305303.1	1254	1155	6	6.21926
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	34.4535	12.3608
NM_001305306.1	1631	1532	1	0.781467
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	97	158.214
NM_001305311.1	1912	1813	6.10817	4.03351
NM_001305312.1	3517	3418	50.8831	17.8226
NM_001305313.2	1779	1680	681.493	485.648
NM_001305314.1	524	425	873	2459.21
NM_001305315.1	1100	1001	1	1.19601
NM_001305316.1	3845	3746	3	0.958789
NM_001305317.1	1655	1556	22.4449	17.2694
NM_001305318.1	772	673	1381	2456.68
NM_001305319.1	2422	2323	10	5.15371
NM_001305320.1	1257	1158	2	2.06772
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	17.7304	11.4369
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	1.18124	0.297224
NM_001305325.1	1260	1161	327.876	338.101
NM_001305326.1	2144	2045	2	1.17086
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	85	77.0346
NM_001305329.1	3088	2989	6.14231	2.46023
NM_001305330.1	1983	1884	11	6.99007
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	211	99.1408
NM_001305333.1	1727	1628	314	230.911
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	85	77.0346
NM_001305336.1	1301	1202	10	9.96013
NM_001305337.1	3182	3083	154	59.8021
NM_001305338.1	561	462	301	779.999
NM_001305339.1	1063	964	30	37.2575
NM_001305340.1	1914	1815	146	96.3043
NM_001305341.1	3018	2919	9.27205	3.80287
NM_001305342.1	1568	1469	20	16.2996
NM_001305343.1	381	282	872	3702
NM_001305344.1	1713	1614	8	5.93412
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	112.571	193.915
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	19.133	11.949
NM_001305350.1	1904	1805	5.27098	3.4961
NM_001305351.1	1392	1293	0	0
NM_001305352.1	874	775	1425	2201.32
NM_001305353.1	1804	1705	1	0.702175
NM_001305354.1	2065	1966	39.3097	23.9379
NM_001305355.1	2154	2055	411.618	239.802
NM_001305356.1	5728	5629	69.7494	14.8347
NM_001305358.1	1594	1495	32	25.6259
NM_001305359.1	1918	1819	5.48201	3.60808
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	8	10.7857
NM_001305362.1	2744	2645	277	125.379
NM_001305363.1	1608	1509	919	729.115
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	33	27.3033
NM_001305367.1	523	424	420.365	1186.95
NM_001305368.2	1716	1617	14.2374	10.5412
NM_001305369.2	583	484	1140	2819.87
NM_001305370.1	1788	1689	30.1266	21.3545
NM_001305371.1	1531	1432	0	0
NM_001305372.1	792	693	325	561.461
NM_001305373.1	1593	1494	108	86.5451
NM_001305375.1	527	428	22	61.5387
NM_001305376.1	674	575	256.39	533.83
NM_001305377.1	3063	2964	49.3204	19.9213
NM_001305378.1	3255	3156	6.4322	2.44001
NM_001305379.1	5926	5827	7.24554	1.48866
NM_001305380.1	2571	2472	4.08087	1.9764
NM_001305381.2	1961	1862	62.7563	40.3504
NM_001308835.1	2208	2109	12	6.81199
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	120	108.837
NM_001308844.1	1404	1305	1	0.917401
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	7.47789	3.81611
NM_001308855.1	1515	1416	1.01211	0.85572
NM_001308857.1	1022	923	22	28.5358
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	26	50.0441
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	1	0.691628
NM_001308872.1	2265	2166	57	31.5055
NM_001308876.1	1452	1353	130	115.031
NM_001308878.1	2290	2191	21.1453	11.5542
NM_001308879.1	2688	2589	135	62.4268
NM_001308882.2	1264	1165	75	77.0735
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	240	91.6523
NM_001308888.2	637	538	446.675	993.983
NM_001308889.1	1663	1564	285.079	218.222
NM_001308892.1	549	450	4	10.6418
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	28	23.3439
NM_001308906.2	2136	2037	64.8802	38.1321
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	27	18.6094
NM_001308913.1	2259	2160	17.4859	9.69178
NM_001308915.1	1541	1442	2	1.66048
NM_001308918.1	965	866	2.8949	4.00207
NM_001308924.1	3079	2980	5	2.00874
NM_001319969.1	1722	1623	23	16.966
NM_001319970.1	1068	969	67	82.7791
NM_001367274.1	1042	943	0.000478374	0.000607331
NM_001367275.1	1033	934	10.4594	13.4069
NM_001367293.1	2261	2162	91.0893	50.4407
NM_001367294.1	2136	2037	249.581	146.686
NM_001367295.1	2230	2131	3.02209	1.69783
NM_001367296.1	2105	2006	31.2706	18.6627
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.102766	0.0232444
XM_011413590.3	5222	5123	19.9314	4.65782
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	10	4.01613
XM_011413602.3	3013	2914	0	0
XM_011413623.3	1877	1778	33	22.2204
XM_011413624.3	2409	2310	4	2.07309
XM_011413626.3	5017	4918	7	1.70404
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	1.59548	1.21819
XM_011413636.3	1087	988	24	29.082
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	1.99998	1.33467
XM_011413649.3	806	707	1001	1695.06
XM_011413651.3	3224	3125	18	6.89592
XM_011413652.3	3776	3677	123	40.048
XM_011413653.3	3811	3712	6.19696e-07	1.99867e-07
XM_011413654.3	3795	3696	5.58439e-05	1.80889e-05
XM_011413655.3	2831	2732	1.97813	0.86685
XM_011413656.3	5026	4927	3.4493	0.838144
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	3.78019	0.95137
XM_011413662.3	1889	1790	5	3.34416
XM_011413664.3	2379	2280	1	0.525091
XM_011413665.3	2523	2424	34	16.7925
XM_011413666.3	2845	2746	16.1987	7.06235
XM_011413667.3	2122	2023	2.48215e-08	1.46893e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	1.18032e-05	7.49648e-06
XM_011413671.3	2089	1990	0	0
