target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	130	187.058
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	3	1.68305
NM_001305293.1	2561	2462	210	106.042
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	139	48.7879
NM_001305296.1	1113	1014	382	468.351
NM_001305297.1	2361	2262	8	4.39687
NM_001305298.1	681	582	18.2867	39.0624
NM_001305299.1	1313	1214	5.76334	5.90203
NM_001305300.1	2361	2262	2	1.09922
NM_001305301.1	5652	5553	117.143	26.2261
NM_001305302.1	1626	1527	1	0.814155
NM_001305303.1	1254	1155	6	6.45826
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	27.0596	10.0812
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.748473
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	39	66.0563
NM_001305311.1	1912	1813	1	0.685722
NM_001305312.1	3517	3418	30	10.9118
NM_001305313.2	1779	1680	641.355	474.608
NM_001305314.1	524	425	1228	3592.16
NM_001305315.1	1100	1001	39	48.4369
NM_001305316.1	3845	3746	4	1.32751
NM_001305317.1	1655	1556	20	15.9796
NM_001305318.1	772	673	1889	3489.5
NM_001305319.1	2422	2323	10	5.35176
NM_001305320.1	1257	1158	2	2.14717
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	50.0872	33.5502
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	203.966	218.41
NM_001305326.1	2144	2045	4	2.43172
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	67	63.0548
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	9	5.93892
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	141	68.7964
NM_001305333.1	1727	1628	637	486.442
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	61	57.4081
NM_001305336.1	1301	1202	7	7.24002
NM_001305337.1	3182	3083	103	41.5346
NM_001305338.1	561	462	430	1157.1
NM_001305339.1	1063	964	5	6.44821
NM_001305340.1	1914	1815	167	114.389
NM_001305341.1	3018	2919	6.42702	2.73729
NM_001305342.1	1568	1469	10	8.463
NM_001305343.1	381	282	1050	4628.99
NM_001305344.1	1713	1614	11	8.47296
NM_001305345.1	478	379	264.916	868.99
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	1.09019	0.707012
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	2	1.92299
NM_001305352.1	874	775	1725	2767.15
NM_001305353.1	1804	1705	0	0
NM_001305354.1	2065	1966	12.5045	7.90734
NM_001305355.1	2154	2055	510.82	309.031
NM_001305356.1	5728	5629	131.95	29.1423
NM_001305358.1	1594	1495	48	39.9159
NM_001305359.1	1918	1819	1.14863	0.785044
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	6	8.4001
NM_001305362.1	2744	2645	290	136.307
NM_001305363.1	1608	1509	686	565.172
NM_001305364.1	1404	1305	2	1.90531
NM_001305365.1	1546	1447	22	18.9017
NM_001305367.1	523	424	453.454	1329.58
NM_001305368.2	1716	1617	6.42482	4.93966
NM_001305369.2	583	484	1803	4631.23
NM_001305370.1	1788	1689	38.6623	28.458
NM_001305371.1	1531	1432	2	1.73633
NM_001305372.1	792	693	469	841.367
NM_001305373.1	1593	1494	150	124.821
NM_001305375.1	527	428	22	63.9035
NM_001305376.1	674	575	243.862	527.257
NM_001305377.1	3063	2964	61.989	26.0006
NM_001305378.1	3255	3156	0	0
NM_001305379.1	5926	5827	10.4222	2.22363
NM_001305380.1	2571	2472	5.12423	2.57707
NM_001305381.2	1961	1862	22.9547	15.3263
NM_001308835.1	2208	2109	15	8.84221
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	51	48.0333
NM_001308844.1	1404	1305	2	1.90531
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	1	1.72909
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	10.1198	8.8849
NM_001308857.1	1022	923	7	9.42849
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	11	21.9861
NM_001308865.1	1958	1859	3	2.00626
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	33	18.9409
NM_001308876.1	1452	1353	113	103.831
NM_001308878.1	2290	2191	8.9443	5.07516
NM_001308879.1	2688	2589	39	18.7274
NM_001308882.2	1264	1165	12	12.8056
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	219	86.8466
NM_001308888.2	637	538	354.641	819.507
NM_001308889.1	1663	1564	332	263.905
NM_001308892.1	549	450	0	0
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.99142	2.26171
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	47	40.6902
NM_001308906.2	2136	2037	0.03427	0.0209155
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	15	10.7359
NM_001308913.1	2259	2160	5718.03	3291.08
NM_001308915.1	1541	1442	4	3.44858
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	756	315.393
NM_001319969.1	1722	1623	11	8.42598
NM_001319970.1	1068	969	33	42.3386
NM_001367274.1	1042	943	0.00024774	0.000326611
NM_001367275.1	1033	934	5.57481	7.42043
NM_001367293.1	2261	2162	0.597738	0.343717
NM_001367294.1	2136	2037	253.411	154.661
NM_001367295.1	2230	2131	37.727	22.0098
NM_001367296.1	2105	2006	66.8353	41.4211
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	1	0.377647
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0931452	0.0218779
XM_011413590.3	5222	5123	25.3725	6.15723
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	7	2.98644
XM_011413623.3	1877	1778	22	15.3829
XM_011413624.3	2409	2310	7	3.76732
XM_011413626.3	5017	4918	3	0.758366
XM_011413629.3	3564	3465	2	0.717584
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	31	39.0077
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1128	1983.52
XM_011413651.3	3224	3125	8	3.18263
XM_011413652.3	3776	3677	255.815	86.4926
XM_011413653.3	3811	3712	0.0128364	0.00429914
XM_011413654.3	3795	3696	1.17184	0.394169
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	5.58185	1.40845
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	11.9271	3.11707
XM_011413662.3	1889	1790	2	1.38907
XM_011413664.3	2379	2280	5	2.72635
XM_011413665.3	2523	2424	32	16.4121
XM_011413666.3	2845	2746	14.4644	6.54854
XM_011413667.3	2122	2023	17.4376	10.7161
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	11.5624	7.62578
XM_011413671.3	2089	1990	4.96576e-08	3.10226e-08
XM_011413672.3	2083	1984	1.16522e-06	7.30149e-07
