target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	240	255.107
NM_001305291.1	722	623	2	2.94826
NM_001305292.1	2315	2216	2	0.828867
NM_001305293.1	2561	2462	298	111.161
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	158	40.9669
NM_001305296.1	1113	1014	418	378.585
NM_001305297.1	2361	2262	41	16.6462
NM_001305298.1	681	582	9.48648	14.9695
NM_001305299.1	1313	1214	4.62671	3.50008
NM_001305300.1	2361	2262	6	2.43603
NM_001305301.1	5652	5553	104.362	17.26
NM_001305302.1	1626	1527	17	10.2243
NM_001305303.1	1254	1155	10	7.95138
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	152.123	41.8661
NM_001305306.1	1631	1532	9	5.39521
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.552911
NM_001305309.1	1685	1586	4	2.31623
NM_001305310.1	833	734	23	28.7777
NM_001305311.1	1912	1813	1	0.506555
NM_001305312.1	3517	3418	28.8499	7.75169
NM_001305313.2	1779	1680	819.807	448.154
NM_001305314.1	524	425	1679	3628.16
NM_001305315.1	1100	1001	38.2379	35.082
NM_001305316.1	3845	3746	2	0.490328
NM_001305317.1	1655	1556	43	25.3795
NM_001305318.1	772	673	2435	3322.83
NM_001305319.1	2422	2323	9	3.5581
NM_001305320.1	1257	1158	8	6.34462
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	23.0468	11.404
NM_001305323.1	1697	1598	1	0.574709
NM_001305324.1	4857	4758	2.22341	0.42916
NM_001305325.1	1260	1161	170.942	135.22
NM_001305326.1	2144	2045	1	0.449088
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	129	89.6833
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	16	7.79944
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	184	66.3198
NM_001305333.1	1727	1628	1595	899.769
NM_001305334.1	1170	1071	1	0.857502
NM_001305335.1	1420	1321	384	266.964
NM_001305336.1	1301	1202	7	5.34833
NM_001305337.1	3182	3083	182	54.2154
NM_001305338.1	561	462	771	1532.63
NM_001305339.1	1063	964	9	8.57413
NM_001305340.1	1914	1815	213	107.777
NM_001305341.1	3018	2919	13.6897	4.30709
NM_001305342.1	1568	1469	8	5.00141
NM_001305343.1	381	282	1448	4715.68
NM_001305344.1	1713	1614	17	9.67319
NM_001305345.1	478	379	2.69551	6.53169
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	4.28188	2.05133
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	5.4663	3.88257
NM_001305352.1	874	775	2190	2595.18
NM_001305353.1	1804	1705	0	0
NM_001305354.1	2065	1966	58.8265	27.4798
NM_001305355.1	2154	2055	722.812	323.026
NM_001305356.1	5728	5629	111.889	18.255
NM_001305358.1	1594	1495	33	20.272
NM_001305359.1	1918	1819	9.65694	4.87564
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	8	8.27373
NM_001305362.1	2744	2645	752	261.106
NM_001305363.1	1608	1509	1015	617.734
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	28	17.7711
NM_001305367.1	523	424	679.314	1471.39
NM_001305368.2	1716	1617	4.2652	2.42244
NM_001305369.2	583	484	2230	4231.4
NM_001305370.1	1788	1689	33.201	18.0529
NM_001305371.1	1531	1432	4.33675	2.78129
NM_001305372.1	792	693	462	612.256
NM_001305373.1	1593	1494	246	151.22
NM_001305375.1	527	428	41	87.9761
NM_001305376.1	674	575	387.497	618.906
NM_001305377.1	3063	2964	75.5301	23.4027
NM_001305378.1	3255	3156	28.0317	8.15713
NM_001305379.1	5926	5827	8.92272	1.4063
NM_001305380.1	2571	2472	28.2227	10.4852
NM_001305381.2	1961	1862	35.943	17.728
NM_001308835.1	2208	2109	9.7788	4.25827
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	51	35.483
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	4	2.59431
NM_001308857.1	1022	923	19	18.905
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	17	25.1005
NM_001308865.1	1958	1859	3	1.48206
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	22	9.328
NM_001308876.1	1452	1353	185	125.574
NM_001308878.1	2290	2191	30.8233	12.9199
NM_001308879.1	2688	2589	78	27.6686
NM_001308882.2	1264	1165	86	67.7949
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	223	65.3269
NM_001308888.2	637	538	254.638	434.675
NM_001308889.1	1663	1564	320	187.905
NM_001308892.1	549	450	3	6.12256
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	18.2653	7.64565
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	45	28.7795
NM_001308906.2	2136	2037	0.0281157	0.012676
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	34	17.9764
NM_001308913.1	2259	2160	8281.88	3521.27
NM_001308915.1	1541	1442	5	3.18441
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	1026	316.195
NM_001319969.1	1722	1623	16	9.0537
NM_001319970.1	1068	969	48	45.4927
NM_001367274.1	1042	943	0.0013483	0.0013131
NM_001367275.1	1033	934	28.6438	28.1649
NM_001367293.1	2261	2162	1.37825	0.585458
NM_001367294.1	2136	2037	441.468	199.037
NM_001367295.1	2230	2131	6.1023e-05	2.62987e-05
NM_001367296.1	2105	2006	62.4713	28.6005
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.120285	0.0208705
XM_011413590.3	5222	5123	38.429	6.88904
XM_011413596.3	1119	1020	3	2.70113
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	14	4.41228
XM_011413623.3	1877	1778	19	9.81401
XM_011413624.3	2409	2310	22	8.74652
XM_011413626.3	5017	4918	1	0.186739
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	32	29.7452
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1374	1784.81
XM_011413651.3	3224	3125	12	3.5266
XM_011413652.3	3776	3677	73.6481	18.3947
XM_011413653.3	3811	3712	0.00391169	0.000967791
XM_011413654.3	3795	3696	0.347964	0.0864623
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	16.4666	3.06935
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	11.7076	2.26027
XM_011413662.3	1889	1790	5	2.56532
XM_011413664.3	2379	2280	4	1.6112
XM_011413665.3	2523	2424	62	23.49
XM_011413666.3	2845	2746	31.9286	10.6783
XM_011413667.3	2122	2023	0	0
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	16.5087	8.04315
XM_011413671.3	2089	1990	0.186797	0.0862067
