target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	134	151.228
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	2	0.880036
NM_001305293.1	2561	2462	216	85.5472
NM_001305294.1	435	336	1	2.90202
NM_001305295.1	3641	3542	179	49.277
NM_001305296.1	1113	1014	445	427.92
NM_001305297.1	2361	2262	1	0.43107
NM_001305298.1	681	582	24.3112	40.7309
NM_001305299.1	1313	1214	5	4.01598
NM_001305300.1	2361	2262	4	1.72428
NM_001305301.1	5652	5553	31.5452	5.53919
NM_001305302.1	1626	1527	6	3.83136
NM_001305303.1	1254	1155	6	5.06535
NM_001305304.1	774	675	2.53119	3.65647
NM_001305305.1	3436	3337	35.7739	10.4532
NM_001305306.1	1631	1532	1	0.636475
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	2	1.22961
NM_001305310.1	833	734	85	112.918
NM_001305311.1	1912	1813	3.62176	1.94788
NM_001305312.1	3517	3418	70	19.9695
NM_001305313.2	1779	1680	571.367	331.624
NM_001305314.1	524	425	1238	2840.35
NM_001305315.1	1100	1001	30	29.2232
NM_001305316.1	3845	3746	4	1.0412
NM_001305317.1	1655	1556	48	30.0796
NM_001305318.1	772	673	2514	3642.42
NM_001305319.1	2422	2323	10	4.1975
NM_001305320.1	1257	1158	4	3.36815
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	53.7769	28.2526
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	164.913	138.504
NM_001305326.1	2144	2045	3	1.43044
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	122	90.0528
NM_001305329.1	3088	2989	6.95994	2.27049
NM_001305330.1	1983	1884	14	7.24582
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	202	77.3023
NM_001305333.1	1727	1628	302	180.881
NM_001305334.1	1170	1071	2	1.82088
NM_001305335.1	1420	1321	95	70.1231
NM_001305336.1	1301	1202	19	15.4131
NM_001305337.1	3182	3083	132	41.7485
NM_001305338.1	561	462	889	1876.29
NM_001305339.1	1063	964	27	27.3103
NM_001305340.1	1914	1815	77	41.367
NM_001305341.1	3018	2919	12.0093	4.01166
NM_001305342.1	1568	1469	12	7.96525
NM_001305343.1	381	282	1041	3599.5
NM_001305344.1	1713	1614	16	9.66622
NM_001305345.1	478	379	2.02842	5.21865
NM_001305346.1	794	695	159.317	223.521
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	2	0.391992
NM_001305349.1	2016	1917	1.09818	0.558588
NM_001305350.1	1904	1805	3.66337	1.97899
NM_001305351.1	1392	1293	3.69829	2.78896
NM_001305352.1	874	775	1964	2471.04
NM_001305353.1	1804	1705	1	0.571894
NM_001305354.1	2065	1966	110.113	54.6128
NM_001305355.1	2154	2055	268.615	127.455
NM_001305356.1	5728	5629	112.931	19.5624
NM_001305358.1	1594	1495	24	15.6535
NM_001305359.1	1918	1819	6.49979	3.48423
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	6	6.58838
NM_001305362.1	2744	2645	197	72.6241
NM_001305363.1	1608	1509	1035	668.792
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	31	20.8898
NM_001305367.1	523	424	463.534	1066
NM_001305368.2	1716	1617	2.89847	1.74783
NM_001305369.2	583	484	1478	2977.62
NM_001305370.1	1788	1689	30.3076	17.497
NM_001305371.1	1531	1432	1	0.680922
NM_001305372.1	792	693	354	498.093
NM_001305373.1	1593	1494	127	82.8883
NM_001305375.1	527	428	56	127.581
NM_001305376.1	674	575	371.867	630.609
NM_001305377.1	3063	2964	44.5715	14.6629
NM_001305378.1	3255	3156	1.73858	0.537154
NM_001305379.1	5926	5827	15.5499	2.6021
NM_001305380.1	2571	2472	28.2208	11.1317
NM_001305381.2	1961	1862	69.9032	36.6064
NM_001308835.1	2208	2109	2.00426	0.926653
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	132	97.508
NM_001308844.1	1404	1305	2	1.49438
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	16.6754	6.93088
NM_001308855.1	1515	1416	3	2.06585
NM_001308857.1	1022	923	20	21.1285
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	30	47.0296
NM_001308865.1	1958	1859	1	0.524519
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	38	17.1067
NM_001308876.1	1452	1353	197	141.974
NM_001308878.1	2290	2191	15.9666	7.10577
NM_001308879.1	2688	2589	92	34.6494
NM_001308882.2	1264	1165	105	87.8827
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	146	45.4104
NM_001308888.2	637	538	208.469	377.833
NM_001308889.1	1663	1564	451.67	281.595
NM_001308892.1	549	450	6	13.0011
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.82475	1.69984
NM_001308902.1	785	686	1	1.4214
NM_001308905.1	1535	1436	49	33.2722
NM_001308906.2	2136	2037	74.7779	35.795
NM_001308908.1	908	809	1	1.20529
NM_001308909.1	1836	1737	14	7.85902
NM_001308913.1	2259	2160	17.683	7.98257
NM_001308915.1	1541	1442	4	2.7048
NM_001308918.1	965	866	2.59808	2.92533
NM_001308924.1	3079	2980	10	3.27208
NM_001319969.1	1722	1623	8	4.80631
NM_001319970.1	1068	969	66	66.4141
NM_001367274.1	1042	943	0	0
NM_001367275.1	1033	934	0	0
NM_001367293.1	2261	2162	54.7922	24.7117
NM_001367294.1	2136	2037	188.838	90.394
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	0	0
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	4	1.18479
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.066924	0.0123288
XM_011413590.3	5222	5123	45.8857	8.7336
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	15	5.01929
XM_011413623.3	1877	1778	31	17.0008
XM_011413624.3	2409	2310	4	1.68845
XM_011413626.3	5017	4918	7	1.38787
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	16	15.7908
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	961	1325.39
XM_011413651.3	3224	3125	21	6.55254
XM_011413652.3	3776	3677	144.445	38.3045
XM_011413653.3	3811	3712	0.00515352	0.00135374
XM_011413654.3	3795	3696	0.549624	0.145002
XM_011413655.3	2831	2732	2.13061	0.760436
XM_011413656.3	5026	4927	3.51945	0.696518
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	15.4707	3.17116
XM_011413662.3	1889	1790	8	4.3579
XM_011413664.3	2379	2280	5	2.13833
XM_011413665.3	2523	2424	42	16.8949
XM_011413666.3	2845	2746	14.0225	4.97927
XM_011413667.3	2122	2023	0	0
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	33.964	17.569
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	0	0
