target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	220	229.764
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	324	118.749
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	195	49.6774
NM_001305296.1	1113	1014	565	502.786
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	29.8483	46.2775
NM_001305299.1	1313	1214	5.87935	4.37002
NM_001305300.1	2361	2262	11	4.38806
NM_001305301.1	5652	5553	144.308	23.4496
NM_001305302.1	1626	1527	5	2.95464
NM_001305303.1	1254	1155	6	4.68751
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	35.4788	9.59368
NM_001305306.1	1631	1532	5	2.94499
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.543254
NM_001305309.1	1685	1586	1	0.568944
NM_001305310.1	833	734	53	65.1557
NM_001305311.1	1912	1813	1	0.497709
NM_001305312.1	3517	3418	90.1581	23.8016
NM_001305313.2	1779	1680	874.88	469.907
NM_001305314.1	524	425	1589	3373.71
NM_001305315.1	1100	1001	1	0.901444
NM_001305316.1	3845	3746	6	1.44529
NM_001305317.1	1655	1556	29	16.8175
NM_001305318.1	772	673	2693	3610.72
NM_001305319.1	2422	2323	17	6.60348
NM_001305320.1	1257	1158	8	6.23382
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	32.989	16.0385
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	3	0.568944
NM_001305325.1	1260	1161	481.818	374.476
NM_001305326.1	2144	2045	2	0.88249
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	66	45.0831
NM_001305329.1	3088	2989	23.1502	6.98877
NM_001305330.1	1983	1884	16	7.66323
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	207	73.3067
NM_001305333.1	1727	1628	907	502.72
NM_001305334.1	1170	1071	1	0.842526
NM_001305335.1	1420	1321	152	103.828
NM_001305336.1	1301	1202	2	1.50141
NM_001305337.1	3182	3083	214	62.6344
NM_001305338.1	561	462	590	1152.35
NM_001305339.1	1063	964	12.8723	12.0491
NM_001305340.1	1914	1815	369	183.452
NM_001305341.1	3018	2919	5.27263	1.62992
NM_001305342.1	1568	1469	28	17.1992
NM_001305343.1	381	282	1437	4598.12
NM_001305344.1	1713	1614	25	13.9769
NM_001305345.1	478	379	3.8632	9.19773
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	0.181376
NM_001305349.1	2016	1917	7.66424	3.60761
NM_001305350.1	1904	1805	4.61608	2.30764
NM_001305351.1	1392	1293	2	1.39574
NM_001305352.1	874	775	2269	2641.84
NM_001305353.1	1804	1705	2	1.05847
NM_001305354.1	2065	1966	18.6708	8.56942
NM_001305355.1	2154	2055	652.297	286.422
NM_001305356.1	5728	5629	140.665	22.549
NM_001305358.1	1594	1495	54	32.5931
NM_001305359.1	1918	1819	3.37859	1.676
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	1	1.01615
NM_001305362.1	2744	2645	656	223.795
NM_001305363.1	1608	1509	2158	1290.43
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	40	24.9439
NM_001305367.1	523	424	346.411	737.223
NM_001305368.2	1716	1617	8.94843	4.99355
NM_001305369.2	583	484	2255	4204.11
NM_001305370.1	1788	1689	7.24989	3.87324
NM_001305371.1	1531	1432	3	1.89039
NM_001305372.1	792	693	585	761.72
NM_001305373.1	1593	1494	270.351	163.286
NM_001305375.1	527	428	35	73.7899
NM_001305376.1	674	575	522.461	819.896
NM_001305377.1	3063	2964	108.714	33.0963
NM_001305378.1	3255	3156	2.60659	0.74526
NM_001305379.1	5926	5827	13.2178	2.04685
NM_001305380.1	2571	2472	24.6202	8.98701
NM_001305381.2	1961	1862	31.856	15.4378
NM_001308835.1	2208	2109	9	3.85069
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	149	101.856
NM_001308844.1	1404	1305	4	2.76581
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	2.04309	1.30196
NM_001308857.1	1022	923	22	21.5077
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	16	23.2115
NM_001308865.1	1958	1859	4	1.94157
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	56	23.3293
NM_001308876.1	1452	1353	155	103.373
NM_001308878.1	2290	2191	21.3736	8.80255
NM_001308879.1	2688	2589	52	18.1236
NM_001308882.2	1264	1165	15	11.6182
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	178	51.2337
NM_001308888.2	637	538	382.764	641.98
NM_001308889.1	1663	1564	366	211.163
NM_001308892.1	549	450	4	8.02085
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	4.80197	1.97495
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	56	35.189
NM_001308906.2	2136	2037	183.955	81.4881
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	20	10.3897
NM_001308913.1	2259	2160	589.567	246.293
NM_001308915.1	1541	1442	1	0.62576
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	477	144.436
NM_001319969.1	1722	1623	36	20.0151
NM_001319970.1	1068	969	85	79.1531
NM_001367274.1	1042	943	0	0
NM_001367275.1	1033	934	0	0
NM_001367293.1	2261	2162	43.8677	18.3089
NM_001367294.1	2136	2037	256.068	113.433
NM_001367295.1	2230	2131	2.58405e-08	1.09419e-08
NM_001367296.1	2105	2006	109.28	49.1568
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.143036	0.0243846
XM_011413590.3	5222	5123	45.2654	7.97288
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	10	3.09659
XM_011413623.3	1877	1778	29	14.7177
XM_011413624.3	2409	2310	9	3.51563
XM_011413626.3	5017	4918	1	0.183478
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0.312582	0.179883
XM_011413636.3	1087	988	39	35.6189
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1688	2154.4
XM_011413651.3	3224	3125	5	1.44375
XM_011413652.3	3776	3677	60.733	14.904
XM_011413653.3	3811	3712	0.00277203	0.00067385
XM_011413654.3	3795	3696	0.264231	0.0645096
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	3.39132	0.621096
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	0	0
XM_011413662.3	1889	1790	11	5.54514
XM_011413664.3	2379	2280	3.22574	1.27664
XM_011413665.3	2523	2424	31	11.5399
XM_011413666.3	2845	2746	11.9086	3.91322
XM_011413667.3	2122	2023	3.23866e-08	1.44458e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	1.1118	0.504133
XM_011413672.3	2083	1984	26.8882	12.2291
