target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.99423	0.783113
NM_001305290.1	963	864	184	173.863
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	2	0.736825
NM_001305293.1	2561	2462	318	105.449
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	220	50.7082
NM_001305296.1	1113	1014	633	509.648
NM_001305297.1	2361	2262	4	1.44368
NM_001305298.1	681	582	15.8345	22.2118
NM_001305299.1	1313	1214	5.77183	3.8815
NM_001305300.1	2361	2262	8	2.88737
NM_001305301.1	5652	5553	111.119	16.3367
NM_001305302.1	1626	1527	9.84852	5.26546
NM_001305303.1	1254	1155	12	8.4821
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	25.4037	6.21507
NM_001305306.1	1631	1532	1	0.5329
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	1	0.514756
NM_001305310.1	833	734	97	107.89
NM_001305311.1	1912	1813	4.81749	2.16934
NM_001305312.1	3517	3418	133	31.7676
NM_001305313.2	1779	1680	1231.42	598.411
NM_001305314.1	524	425	1509	2898.71
NM_001305315.1	1100	1001	32	26.0988
NM_001305316.1	3845	3746	1	0.21794
NM_001305317.1	1655	1556	31	16.2651
NM_001305318.1	772	673	3919	4754.06
NM_001305319.1	2422	2323	17	5.97453
NM_001305320.1	1257	1158	8	5.64009
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	78.7835	34.6547
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	2.18506	0.374924
NM_001305325.1	1260	1161	440.899	310.035
NM_001305326.1	2144	2045	2	0.798438
NM_001305327.1	1474	1375	1	0.593747
NM_001305328.1	1420	1321	85	52.5316
NM_001305329.1	3088	2989	7.46727	2.03958
NM_001305330.1	1983	1884	35	15.1667
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	215.138	68.932
NM_001305333.1	1727	1628	425	213.127
NM_001305334.1	1170	1071	3	2.28684
NM_001305335.1	1420	1321	424	262.04
NM_001305336.1	1301	1202	21	14.2633
NM_001305337.1	3182	3083	220	58.2577
NM_001305338.1	561	462	998	1763.57
NM_001305339.1	1063	964	53	44.8852
NM_001305340.1	1914	1815	224	100.757
NM_001305341.1	3018	2919	8.25433	2.30862
NM_001305342.1	1568	1469	13	7.2248
NM_001305343.1	381	282	1481	4287.56
NM_001305344.1	1713	1614	11	5.56408
NM_001305345.1	478	379	1.26246	2.71946
NM_001305346.1	794	695	178.202	209.331
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	1.05395	0.448853
NM_001305350.1	1904	1805	2.17652	0.98444
NM_001305351.1	1392	1293	3.97591	2.51039
NM_001305352.1	874	775	2423	2552.44
NM_001305353.1	1804	1705	3	1.43649
NM_001305354.1	2065	1966	114.184	47.4162
NM_001305355.1	2154	2055	269.35	107.006
NM_001305356.1	5728	5629	190.89	27.6858
NM_001305358.1	1594	1495	23	12.56
NM_001305359.1	1918	1819	3.38277	1.51825
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	7	6.43561
NM_001305362.1	2744	2645	254	78.3993
NM_001305363.1	1608	1509	1398	756.349
NM_001305364.1	1404	1305	1	0.625596
NM_001305365.1	1546	1447	32	18.0545
NM_001305367.1	523	424	517.308	996.065
NM_001305368.2	1716	1617	6.2492	3.15514
NM_001305369.2	583	484	1925	3247.06
NM_001305370.1	1788	1689	26.1934	12.661
NM_001305371.1	1531	1432	2	1.14023
NM_001305372.1	792	693	500	589.035
NM_001305373.1	1593	1494	124	67.7603
NM_001305375.1	527	428	53	101.097
NM_001305376.1	674	575	532.605	756.209
NM_001305377.1	3063	2964	50.1776	13.8209
NM_001305378.1	3255	3156	0	0
NM_001305379.1	5926	5827	12.8326	1.79794
NM_001305380.1	2571	2472	23.0821	7.6231
NM_001305381.2	1961	1862	85.7582	37.6011
NM_001308835.1	2208	2109	2	0.774208
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	434	268.423
NM_001308844.1	1404	1305	4	2.50238
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	4.05345	4.60257
NM_001308854.1	2445	2346	7.51321	2.61458
NM_001308855.1	1515	1416	9.07616	5.23291
NM_001308857.1	1022	923	33	29.1888
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	31	40.6889
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	73	27.5149
NM_001308876.1	1452	1353	231	139.386
NM_001308878.1	2290	2191	34.8351	12.9801
NM_001308879.1	2688	2589	111	35.0022
NM_001308882.2	1264	1165	138	96.7069
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	230	59.8956
NM_001308888.2	637	538	140.062	212.541
NM_001308889.1	1663	1564	385.452	201.205
NM_001308892.1	549	450	5	9.07114
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	39	22.1725
NM_001308906.2	2136	2037	7.29473e-07	2.92363e-07
NM_001308908.1	908	809	1	1.00915
NM_001308909.1	1836	1737	21	9.87015
NM_001308913.1	2259	2160	6.5308	2.46841
NM_001308915.1	1541	1442	10	5.6616
NM_001308918.1	965	866	1.99321	1.87906
NM_001308924.1	3079	2980	8	2.19168
NM_001319969.1	1722	1623	10	5.03021
NM_001319970.1	1068	969	81	68.2442
NM_001367274.1	1042	943	0.00019653	0.000170146
NM_001367275.1	1033	934	5.67476	4.96027
NM_001367293.1	2261	2162	114.545	43.2537
NM_001367294.1	2136	2037	412.875	165.475
NM_001367295.1	2230	2131	53.7247	20.5823
NM_001367296.1	2105	2006	0	0
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	1	0.247996
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.120217	0.0185426
XM_011413590.3	5222	5123	34.2732	5.46178
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	17	4.76281
XM_011413623.3	1877	1778	44	20.2034
XM_011413624.3	2409	2310	6	2.12053
XM_011413626.3	5017	4918	5	0.830015
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	28	23.1369
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0.999993	0.455071
XM_011413649.3	806	707	1256	1450.36
XM_011413651.3	3224	3125	28	7.31497
XM_011413652.3	3776	3677	149.99	33.3023
XM_011413653.3	3811	3712	44.1748	9.71563
XM_011413654.3	3795	3696	1.74313e-07	3.85036e-08
XM_011413655.3	2831	2732	10.2206	3.05422
XM_011413656.3	5026	4927	7.69322	1.27476
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	18.3193	3.14399
XM_011413662.3	1889	1790	13	5.92918
XM_011413664.3	2379	2280	11.2156	4.01599
XM_011413665.3	2523	2424	58	19.5344
XM_011413666.3	2845	2746	14.7187	4.37596
XM_011413667.3	2122	2023	3.98888e-08	1.60976e-08
XM_011413668.3	2028	1929	1	0.423226
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	1.78155	0.730884
XM_011413672.3	2083	1984	45.2185	18.6071
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	0	0
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	8.56622	1.56699
XM_011413677.3	5397	5298	0	0
XM_011413678.3	4041	3942	24.4338	5.06032
XM_011413680.3	2785	2686	9	2.73553
XM_011413681.3	1518	1419	0	0
XM_011413682.3	1820	1721	19	9.01316
XM_011413683.3	2233	2134	0	0
XM_011413684.3	772	673	0	0
XM_011413685.3	631	532	1	1.53459
XM_011413697.3	1818	1719	25	11.8732
XM_011413700.3	4553	4454	0.00495023	0.00090736
XM_011413701.3	1168	1069	0	0
XM_011413703.3	1681	1582	787	406.137
XM_011413705.3	3383	3284	13	3.2318
XM_011413706.3	4541	4442	0.0890168	0.0163605
XM_011413707.3	3483	3384	0	0
XM_011413712.3	699	600	46	62.5909
XM_011413713.3	723	624	0	0
XM_011413714.3	3472	3373	10	2.4204
XM_011413715.3	4558	4459	0.00148857	0.000272544
XM_011413717.3	3099	3000	10	2.72134
XM_011413718.3	4729	4630	2.67587e-06	4.71832e-07
XM_011413719.3	4696	4597	0.00568214	0.00100912
XM_011413720.3	4665	4566	7.97534	1.42599
XM_011413721.3	4774	4675	0	0
XM_011413722.3	4780	4681	0	0
XM_011413725.3	4434	4335	0	0
XM_011413726.3	4183	4084	5.93692	1.18681
XM_011413727.3	4190	4091	0	0
XM_011413728.3	4138	4039	0	0
XM_011413730.3	1529	1430	0	0
XM_011413731.3	1523	1424	3	1.71995
XM_011413732.3	4278	4179	283.947	55.4713
XM_011413733.3	2435	2336	71.0669	24.837
XM_011413734.3	3490	3391	27.0058	6.50179
XM_011413735.3	1477	1378	0	0
XM_011413737.3	2520	2421	121.368	40.9272
XM_011413738.3	3181	3082	9.27211	2.45612
XM_011413741.3	2293	2194	14	5.2095
XM_011413745.3	3863	3764	59.9997	13.0138
XM_011413746.3	3839	3740	0.000329368	7.18975e-05
XM_011413747.3	6808	6709	3.27058	0.39799
XM_011413748.3	968	869	629	590.929
XM_011413752.3	3017	2918	0	0
XM_011413754.3	2575	2476	0	0
XM_011413756.3	1488	1389	3	1.76329
XM_011413758.3	2034	1935	9	3.79722
XM_011413759.3	7204	7105	58	6.66451
XM_011413760.2	1093	994	0	0
XM_011413769.3	2933	2834	0	0
XM_011413770.3	1156	1057	0	0
XM_011413771.3	1068	969	0	0
XM_011413773.3	1135	1036	0	0
XM_011413775.3	1096	997	0	0
XM_011413776.3	1084	985	11.7731	9.75797
XM_011413777.3	1063	964	0	0
XM_011413778.3	1045	946	7.37159	6.36172
XM_011413779.3	931	832	0	0
XM_011413780.3	1024	925	5.85529	5.16787
XM_011413781.3	910	811	0	0
XM_011413788.3	1868	1769	4.39948	2.03038
XM_011413790.3	1816	1717	0	0
XM_011413795.3	1103	1004	0	0
XM_011413797.3	1102	1003	22	17.9071
XM_011413798.3	5913	5814	0	0
XM_011413799.3	5434	5335	1.31479e-08	2.01199e-09
XM_011413800.3	5322	5223	97.1577	15.1866
